species_traits_all,level,Class,Order,Family,Genus_1,Species_Species,DemersPelag,EnvTemp,DepthRangeDeep,trophic_level,Feeding_path,LMax,BodyShapeI,K,tm,DemersPelagLevel,EnvTempLevel,DepthRangeDeepLevel,trophic_levelLevel,Feeding_pathLevel,LMaxLevel,BodyShapeILevel,KLevel,tmLevel,
Sebastes_mentella,species,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,mentella,pelagic_oceanic,polar_deep,1441,4.1,benthic,58,fusiform,0.150999993,4.748702,species,species,species,species,species,species,species,species,species,
Serranus_cabrilla,species,Actinopterygii,Perciformes,Serranidae,Serranus,cabrilla,demersal,polar_deep,500,3.4,benthic,40,fusiform,0.298000008,2.489523,species,species,species,species,species,species,species,species,species,
Squaliformes,order,Elasmobranchii,Squaliformes,NA,NA,NA,pelagic_oceanic,polar_deep,1678.669662,4.289325397,benthic,105.8817172,elongate,0.072554921,10.73848275,order,order,order,order,order,order,order,order,order,
Stenodus_leucichthys,species,Actinopterygii,Salmoniformes,Salmonidae,Stenodus,leucichthys,demersal,polar_deep,147.2121212,4.2,pelagic,150,fusiform,0.101000004,5.929621,species,species,family,species,species,species,species,species,species,
Tetrapturus_belone,Species,Actinopterygii,Perciformes,Istiophoridae,Tetrapturus,belone,pelagic_oceanic,polar_deep,200,4.4,pelagic,240,elongate,0.51,1.1,species,species,species,species,species,species,species,species,species,
Theragra_chalcogramma,species,Actinopterygii,Gadiformes,Gadidae,Theragra,chalcogramma,demersal,polar_deep,1280,3.6,pelagic,91,fusiform,0.270999998,2.425964,species,species,species,species,species,species,species,species,species,
Trematomus,higher,Actinopterygii,Perciformes,Nototheniidae,Trematomus,NA,demersal,polar_deep,652.2727273,3.390909091,pelagic,28.85454542,fusiform,0.317454544,2.754688873,genus,genus,genus,genus,NA,genus,genus,genus,genus,
Trematomus_bernacchii,species,Actinopterygii,Perciformes,Nototheniidae,Trematomus,bernacchii,demersal,polar_deep,700,3.4,benthic,28,fusiform,0.912,0.8015776,species,species,species,species,species,species,species,species,species,
Trematomus_eulepidotus,species,Actinopterygii,Perciformes,Nototheniidae,Trematomus,eulepidotus,demersal,polar_deep,650,3.4,pelagic,34,fusiform,0.219999999,3.2,species,species,species,species,species,species,species,species,species,
Trematomus_hansoni,species,Actinopterygii,Perciformes,Nototheniidae,Trematomus,hansoni,demersal,polar_deep,549,3.4,pelagic,41,fusiform,0.189999998,3.6,species,species,species,species,species,species,species,species,species,
Trematomus_lepidorhinus,species,Actinopterygii,Perciformes,Nototheniidae,Trematomus,lepidorhinus,pelagic_oceanic,polar_deep,800,3.8,pelagic,31,fusiform,0.239999995,3,species,species,species,species,species,species,species,species,species,
Trematomus_pennellii,species,Actinopterygii,Perciformes,Nototheniidae,Trematomus,pennellii,demersal,polar_deep,732,3.3,benthic,24,fusiform,0.25,3,species,species,species,species,species,species,species,species,species,
Trematomus_scotti,species,Actinopterygii,Perciformes,Nototheniidae,Trematomus,scotti,demersal,polar_deep,793,3.2,pelagic,16,fusiform,0.370000005,2.1,species,species,species,species,species,species,species,species,species,
Trichiuridae,higher,Actinopterygii,Perciformes,Trichiuridae,NA,NA,demersal,polar_deep,700.5151515,4.228571429,pelagic,98.20238095,elongate,0.518613637,1.861408766,family,family,family,family,NA,family,family,family,family,
Trigla_lyra,species,Actinopterygii,Scorpaeniformes,Triglidae,Trigla,lyra,pelagic_oceanic,polar_deep,700,3.6,benthic,60,fusiform,0.109999999,5.800911,species,species,species,species,species,species,species,species,species,
Zenopsis_conchifer,species,Actinopterygii,Zeiformes,Zeidae,Zenopsis,conchifer,demersal,polar_deep,600,4.5,pelagic,80,short_deep,0.119999997,5.2,species,species,species,species,species,species,species,species,species,
Zenopsis_nebulosa,species,Actinopterygii,Zeiformes,Zeidae,Zenopsis,nebulosa,demersal,polar_deep,800,4,pelagic,70,short_deep,0.11,6,species,species,species,species,species,species,species,species,species,
Trigla,genus,Actinopterygii,Scorpaeniformes,Triglidae,Trigla,lyra,pelagic_oceanic,polar_deep,700,3.6,benthic,60,fusiform,0.109999999,5.800911,species,species,species,species,species,species,species,species,species,
Ablennes_hians,species,Actinopterygii,Beloniformes,Belonidae,Ablennes,hians,reef_associated,subtropical,3,4.5,pelagic,140,elongate,0.605000019,0.987583,species,species,species,species,species,species,species,species,species,
Acanthistius_brasilianus,species,Actinopterygii,Perciformes,Serranidae,Acanthistius,brasilianus,demersal,subtropical,78,4,benthic,60,fusiform,0.189999998,3.5,species,species,genus,species,species,species,species,species,species,
Acanthocybium_solandri,species,Actinopterygii,Perciformes,Scombridae,Acanthocybium,solandri,pelagic_oceanic,subtropical,20,4.3,pelagic,250,elongate,0.340000004,1.721232,species,species,species,species,species,species,species,species,species,
Acanthopagrus_latus,species,Actinopterygii,Perciformes,Sparidae,Acanthopagrus,latus,demersal,subtropical,35,3.366666667,benthic,35.20000076,short_deep,0.469999999,1.520436,species,species,genus,genus,species,species,species,species,species,
Aetomylaeus_bovinus,species,Elasmobranchii ,Myliobatiformes,Myliobatidae,Aetomylaeus,bovinus,demersal,subtropical,150,3.79,benthic,222,flat,0.3,4.5,species,species,species,species,species,species,species,family,family,
Alectis_alexandrina,species,Actinopterygii,Perciformes,Carangidae,Alectis,alexandrina,pelagic_neritic,subtropical,70,3.6,pelagic,100,short_deep,0.209999993,2.9,species,species,species,species,species,species,species,species,species,
Alectis_ciliaris,species,Actinopterygii,Perciformes,Carangidae,Alectis,ciliaris,reef_associated,subtropical,100,4,benthic,150,short_deep,0.140000001,4.2,species,species,species,species,species,species,species,species,species,
Alepes_djedaba,species,Actinopterygii,Perciformes,Carangidae,Alepes,djedaba,reef_associated,subtropical,193,3.3,pelagic,40,fusiform,0.61,1.2,species,species,species,species,species,species,species,species,species,
Alopias,higher,Elasmobranchii,Lamniformes,Alopiidae,Alopias,NA,pelagic_oceanic,subtropical,660,4.5,pelagic,531.6616007,fusiform,0.103999999,6.043652667,genus,genus,genus,genus,genus,genus,genus,genus,genus,
Alopias_superciliosus,species,Elasmobranchii,Lamniformes,Alopiidae,Alopias,superciliosus,pelagic_oceanic,subtropical,730,4.5,pelagic,487.9848022,fusiform,0.092,5.751799,species,species,species,species,species,species,species,species,species,
Alopias_vulpinus,species,Elasmobranchii,Lamniformes,Alopiidae,Alopias,vulpinus,pelagic_oceanic,subtropical,550,4.5,pelagic,760,fusiform,0.159999996,3.479159,species,species,species,species,species,species,species,species,species,
Aluterus_monoceros,species,Actinopterygii,Tetraodontiformes,Monacanthidae,Aluterus,monoceros,reef_associated,subtropical,80,3.8,benthic,76.19999695,short_deep,0.219999999,2.97393,species,species,species,species,species,species,species,species,species,
Anchoa_hepsetus,species,Actinopterygii,Clupeiformes,Engraulidae,Anchoa,hepsetus,pelagic_neritic,subtropical,70,3.3,pelagic,15.30000019,elongate,0.800000012,1,species,species,species,species,species,species,species,species,species,
Anguilla_japonica,Species,Actinopterygii,Anguilliformes,Anguillidae,Anguilla,japonica,demersal,subtropical,400,3.55,benthic,150,elongate,0.07,8.8,species,species,species,species,species,species,species,species,species,
Anguilla_rostrata,Species,Actinopterygii,Anguilliformes,Anguillidae,Anguilla,rostrata,demersal,subtropical,464,3.83,benthic,152,elongate,0.08,7.4,species,species,species,species,species,species,species,species,species,
Anguilliformes,order,Actinopterygii,Anguilliformes,NA,NA,NA,demersal,subtropical,724.374,3.97145283,benthic,146.2392076,elongate,0.160605025,5.471418362,order,order,order,order,order,order,order,order,order,
Archosargus_probatocephalus,species,Actinopterygii,Perciformes,Sparidae,Archosargus,probatocephalus,reef_associated,subtropical,30,3.5,benthic,91,fusiform,0.35800001,1.88799,species,species,genus,species,species,species,species,species,species,
Argyrosomus_hololepidotus,Species,Actinopterygii,Perciformes,Sciaenidae,Argyrosomus,hololepidotus,demersal,subtropical,400,4.48,benthic,152,elongate,0.1,5.6,species,species,species,species,species,species,species,species,species,
Argyrosomus_regius,species,Actinopterygii,Perciformes,Sciaenidae,Argyrosomus,regius,demersal,subtropical,300,4.3,pelagic,230,fusiform,0.150000006,3.847699,species,species,species,species,species,species,species,species,species,
Ariomma_bondi,species,Actinopterygii,Perciformes,Ariommatidae,Ariomma,bondi,demersal,subtropical,500,3.5,benthic,30,fusiform,0.92,0.8,species,species,species,species,species,species,species,species,species,
Arripis_trutta,species,Actinopterygii,Perciformes,Arripidae,Arripis,trutta,pelagic_neritic,subtropical,39,4.1,pelagic,89,fusiform,0.289999992,2.271098,species,species,species,species,species,species,species,species,species,
Atherina,Higher,Actinopterygii,Atheriniformes,Atherinidae,Atherina,NA,pelagic_neritic,subtropical,9.466,3.26,benthic,15.8,elongate,0.382,2.72,genus,genus,NA,genus,genus,genus,genus,genus,genus,
Atherina_boyeri,species,Actinopterygii,Atheriniformes,Atherinidae,Atherina,boyeri,demersal,subtropical,9.466666667,3.2,pelagic,20,elongate,0.159999996,4.942871,species,species,family,species,species,species,species,species,species,
Balistes_capriscus,species,Actinopterygii,Tetraodontiformes,Balistidae,Balistes,capriscus,reef_associated,subtropical,100,4.1,benthic,60,short_deep,0.340000004,2.04685,species,species,species,species,species,species,species,species,species,
Berycidae,Higher,Actinopterygii,Stomiiformes,Stomiidae,Berycidae,,demersal,subtropical,1300,4.3,pelagic,70,fusiform,0.145999998,4.42232,family,family,family,family,family,family,family,family,family,
Beryx_splendens,species,Actinopterygii,Beryciformes,Berycidae,Beryx,splendens,demersal,subtropical,1300,4.3,pelagic,70,fusiform,0.145999998,4.42232,species,species,species,species,species,species,species,species,species,
Boops_boops,species,Actinopterygii,Perciformes,Sparidae,Boops,boops,demersal,subtropical,350,2.8,pelagic,36,fusiform,0.200000003,3.581794,species,species,species,species,species,species,species,species,species,
Bothus_podas,species,Actinopterygii,Pleuronectiformes,Bothidae,Bothus,podas,demersal,subtropical,400,3.4,benthic,45,flat,0.140000001,4.9,species,species,species,species,species,species,species,species,species,
Brama_australis,species,Actinopterygii,Perciformes,Bramidae,Brama,australis,pelagic_neritic,subtropical,120,4.25,pelagic,47,short_deep,0.150000006,4.5,species,species,species,genus,species,species,species,species,species,
Brama_japonica,species,Actinopterygii,Perciformes,Bramidae,Brama,japonica,pelagic_oceanic,subtropical,620,4.4,pelagic,61,short_deep,0.185000002,3.351622,species,species,species,species,species,species,species,species,species,
Brevoortia_aurea,species,Actinopterygii,Clupeiformes,Clupeidae,Brevoortia,aurea,pelagic_neritic,subtropical,50,2.8,pelagic,31.85,fusiform,0.460000008,1.6,species,species,genus,species,species,species,species,species,species,
Brevoortia_patronus,species,Actinopterygii,Clupeiformes,Clupeidae,Brevoortia,patronus,pelagic_neritic,subtropical,50,2.2,pelagic,35,fusiform,0.409999996,1.82479,species,species,species,species,species,species,species,species,species,
Brevoortia_pectinata,species,Actinopterygii,Clupeiformes,Clupeidae,Brevoortia,pectinata,pelagic_neritic,subtropical,50,3.4,pelagic,35,fusiform,0.349999994,2,species,species,genus,species,species,species,species,species,species,
Brotula_barbata,species,Actinopterygii,Ophidiiformes,Ophidiidae,Brotula,barbata,reef_associated,subtropical,650,3.7,benthic,94,elongate,0.186000004,3.315965,species,species,species,genus,genus,species,species,species,species,
Calamus_bajonado,species,Actinopterygii,Stomiiformes,Sparidae,Calamus,bajonado,reef_associated,subtropical,200,3.5,benthic,76,short_deep,0.15,4.3,species,species,species,species,species,species,species,species,species,
Calamus_calamus,species,Actinopterygii,Stomiiformes,Sparidae,Calamus,calamus,reef_associated,subtropical,75,3.5,benthic,56,short_deep,0.15,4.4,species,species,species,species,species,species,species,species,species,
Callorhinchus_callorynchus,species,Holocephali,Chimaeriformes,Callorhinchidae,Callorhinchus,callorynchus,demersal,subtropical,116,3.4,benthic,89.2,elongate,0.209999993,3,species,species,species,species,species,species,species,species,species,
Caproidae,higher,Actinopterygii,Perciformes,Caproidae,NA,NA,demersal,subtropical,700,3.1,benthic,30,short_deep,0.144999996,5.717654,family,family,family,family,NA,family,family,family,family,
Capros_aper,species,Actinopterygii,Perciformes,Caproidae,Capros,aper,demersal,subtropical,700,3.1,pelagic,30,short_deep,0.144999996,5.717654,species,species,species,species,species,species,species,species,species,
Caranx_crysos,species,Actinopterygii,Perciformes,Carangidae,Caranx,crysos,reef_associated,subtropical,100,4.1,pelagic,70,fusiform,0.379999995,1.831903,species,species,species,species,species,species,species,species,species,
Caranx_hippos,species,Actinopterygii,Perciformes,Carangidae,Caranx,hippos,reef_associated,subtropical,350,3.6,pelagic,124,fusiform,0.170000002,3.5,species,species,species,species,species,species,species,species,species,
Caranx_latus,species,Actinopterygii,Perciformes,Carangidae,Caranx,latus,reef_associated,subtropical,140,4.2,benthic,101,fusiform,0.189999998,3.2,species,species,species,species,species,species,species,species,species,
Caranx_lugubris,species,Actinopterygii,Perciformes,Carangidae,Caranx,lugubris,demersal,subtropical,354,4.5,pelagic,100,fusiform,0.119999997,5.136861,species,species,species,species,species,species,species,species,species,
Caranx_rhonchus,species,Actinopterygii,Perciformes,Carangidae,Caranx,rhonchus,demersal,subtropical,200,3.6,pelagic,60,fusiform,0.303000003,2.285628,species,species,species,species,species,species,species,species,species,
Caranx_ruber,species,Actinopterygii,Perciformes,Carangidae,Caranx,ruber,reef_associated,subtropical,35,4.3,pelagic,59,fusiform,0.143000007,4.618852,species,species,species,species,species,species,species,species,species,
Carcharhiniformes,order,Elasmobranchii,Carcharhiniformes,NA,NA,NA,demersal,subtropical,628.1911454,4.157639076,benthic,251.2416395,fusiform,0.159076802,5.158389259,order,order,order,order,order,order,order,order,order,
Carcharhinus_falciformis,species,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,falciformis,reef_associated,subtropical,4000,4.5,pelagic,350,fusiform,0.090999998,5.938341,species,species,species,species,species,species,species,species,species,
Carcharhinus_leucas,species,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,leucas,reef_associated,subtropical,152,4.3,pelagic,360,fusiform,0.038600001,12.99025,species,species,species,species,species,species,species,species,species,
Carcharhinus_limbatus,species,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,limbatus,reef_associated,subtropical,100,4.4,benthic,275,fusiform,0.275999993,2.065531,species,species,species,species,species,species,species,species,species,
Carcharhinus_longimanus,species,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,longimanus,pelagic_oceanic,subtropical,230,4.2,pelagic,400,fusiform,0.11,4.8,species,species,species,species,species,species,species,species,species,
Carcharhinus_melanopterus,species,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,melanopterus,reef_associated,subtropical,75,3.9,pelagic,200,fusiform,0.140000001,4,species,species,species,species,species,species,species,species,species,
Caulolatilus_intermedius,species,Actinopterygii,Perciformes,Malacanthidae,Caulolatilus,intermedius,demersal,subtropical,290,3.8,benthic,60,fusiform,0.170000002,3.9,species,species,species,species,species,species,species,species,species,
Caulolatilus_princeps,species,Actinopterygii,Stomiiformes,Malacanthidae,Caulolatilus,princeps,reef_associated,subtropical,91,3.9,benthic,102,elongate,0.1,6.1,species,species,species,species,species,species,species,species,species,
Centroberyx_affinis,species,Actinopterygii,Beryciformes,Berycidae,Centroberyx,affinis,demersal,subtropical,450,3.8,benthic,51,fusiform,0.17,4.1,species,species,species,species,species,species,species,species,species,
